-- ============================================================================
-- Query 08: All Sessions from drvl1078 — Activity 08:30 to 08:50
-- ============================================================================
-- Database: POST2P (DBID: 2771519206)
-- Snap Range: 233938 - 233941 (09-MAR-2026 08:00 to 09:30)
-- Purpose: Show all ASH activity from machine drvl1078 (where SID 3082 originated) around the storm onset
-- 
-- SQL Query:
--   SELECT sample_time, session_id, session_serial#, user_id,
--          sql_id, sql_opname, module, program,
--          event, session_state, blocking_session
--   FROM   dba_hist_active_sess_history
--   WHERE  dbid = 2771519206
--     AND  snap_id BETWEEN 233938 AND 233941
--     AND  machine = 'drvl1078'
--     AND  sample_time BETWEEN
--          TO_TIMESTAMP('2026-03-09 08:30:00','YYYY-MM-DD HH24:MI:SS') AND
--          TO_TIMESTAMP('2026-03-09 08:50:00','YYYY-MM-DD HH24:MI:SS')
--   ORDER BY sample_time, session_id;
-- 
-- Notes: 9,291 rows — comprehensive view of drvl1078 sessions before and during storm
-- ============================================================================
SAMPLE_TIME,SESSION_ID,SESSION_SERIAL#,USER_ID,SQL_ID,SQL_OPNAME,MODULE,PROGRAM,EVENT,SESSION_STATE,BLOCKING_SESSION
09-MAR-26 08.30.32.712000000 AM,3111,20833,267,,,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.32.712000000 AM,4792,8277,267,,,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.32.712000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.30.32.712000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.30.32.712000000 AM,8185,6603,267,3vsvajd723v96,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.42.820000000 AM,2663,27705,267,dg25fbjrs5dgx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.42.820000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.30.42.820000000 AM,3111,20833,267,dg25fbjrs5dgx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.42.820000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.30.42.820000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.52.874000000 AM,2663,27705,267,dg25fbjrs5dgx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.30.52.874000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.30.52.874000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.30.52.874000000 AM,7326,16690,198,fkawqyfwd63ca,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.02.981000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.02.981000000 AM,4248,38584,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.02.981000000 AM,6074,2697,198,0xgb4n4d1cqfj,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.02.981000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.31.02.981000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.02.981000000 AM,7350,22664,267,8w6a89fswc45d,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.13.099000000 AM,2461,49795,198,9fp0xr0z30gfx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.13.099000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.13.099000000 AM,6375,47823,267,g775h0y7qywtb,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.13.099000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.31.13.099000000 AM,7326,16690,198,,,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.13.099000000 AM,10531,7211,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.23.158000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.23.158000000 AM,4064,58661,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.23.158000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.31.23.158000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.33.303000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.33.303000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.31.33.303000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.43.410000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.43.410000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.31.43.410000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.43.410000000 AM,10528,62189,267,2azu4rtchf1c3,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.53.468000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.31.53.468000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.31.53.468000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.03.578000000 AM,1082,55805,267,5dbam68qg203t,DELETE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.03.578000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.03.578000000 AM,3746,62319,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.03.578000000 AM,4150,23773,267,4wqfnxu1suphq,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.03.578000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.32.03.578000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.13.704000000 AM,751,27142,198,9fp0xr0z30gfx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.13.704000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.13.704000000 AM,3746,62319,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.13.704000000 AM,6261,40693,267,g775h0y7qywtb,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.13.704000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.13.704000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.23.765000000 AM,857,45321,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.23.765000000 AM,3082,29459,267,4ckpdc50q1p94,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.23.765000000 AM,5324,38557,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.23.765000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.23.765000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.23.765000000 AM,8302,42511,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),Disk file operations I/O,WAITING,
09-MAR-26 08.32.33.897000000 AM,1092,21821,0,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),null event,WAITING,
09-MAR-26 08.32.33.897000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.32.33.897000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.44.015000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.32.44.015000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.32.54.075000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.32.54.075000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.04.192000000 AM,107,4686,267,642cbtrhry11z,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),TCP Socket (KGAS),WAITING,
09-MAR-26 08.33.04.192000000 AM,331,30192,267,9gnjygu2zhjqr,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,450,56533,267,9pjdnvztg24x4,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,1520,33585,267,0gu2pmv1mjdrd,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,4049,61977,267,g775h0y7qywtb,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,4697,33435,267,685g5yjutn4ja,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,5626,54552,267,7625pxbjskkv6,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,6584,56954,267,fn1nsar5r4qnn,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.33.04.192000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,8918,21549,267,9j4sauxjbum2w,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),TCP Socket (KGAS),WAITING,
09-MAR-26 08.33.04.192000000 AM,9674,49071,267,0akvs8sy2zuw0,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.04.192000000 AM,10094,30115,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,10199,41223,267,4wqfnxu1suphq,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.04.192000000 AM,10306,3149,198,4fh7j3uapqc2t,INSERT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.14.309000000 AM,2565,15251,267,57p3qcf5f48y1,DELETE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.14.309000000 AM,4049,61977,267,g775h0y7qywtb,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.14.309000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.33.14.309000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.14.309000000 AM,8293,27795,267,aqpn2xa8fbasg,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.14.309000000 AM,10094,30115,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.24.369000000 AM,115,59867,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),Disk file operations I/O,WAITING,
09-MAR-26 08.33.24.369000000 AM,3393,27583,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.24.369000000 AM,3958,23017,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.24.369000000 AM,4033,38699,198,0ws7ahf1d78qa,SELECT,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.24.369000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.33.24.369000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.24.369000000 AM,8297,56799,198,32165cgqj59cq,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.34.499000000 AM,1075,45609,267,2azu4rtchf1c3,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.34.499000000 AM,7012,56967,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.33.34.499000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.44.606000000 AM,3519,14067,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.33.44.606000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.33.54.664000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.34.04.772000000 AM,228,58291,267,9t762grxb755d,DELETE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,770,39461,267,7xh0su0p2tzyw,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,1721,37871,267,a07s3cht83wxk,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,1812,57930,267,9j4sauxjbum2w,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),TCP Socket (KGAS),WAITING,
09-MAR-26 08.34.04.772000000 AM,2136,50271,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,3095,39098,267,1wqhrndrdth1z,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,3292,47082,267,axu7ck5bpfmhr,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,4250,9851,198,0xgb4n4d1cqfj,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.34.04.772000000 AM,5549,64541,267,37sp11s49h34w,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,6074,4427,267,8hm0w7gkmgghc,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,7112,8398,267,cxvwqdvqu0vsz,PL/SQL EXECUTE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),TCP Socket (KGAS),WAITING,
09-MAR-26 08.34.04.772000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,8515,55235,267,g775h0y7qywtb,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,9119,10387,267,4wqfnxu1suphq,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.04.772000000 AM,9446,38771,267,9gnjygu2zhjqr,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.14.885000000 AM,2136,50271,267,3ck64g51765xm,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.14.885000000 AM,7115,22767,267,2azu4rtchf1c3,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.14.885000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.14.885000000 AM,8515,55235,267,g775h0y7qywtb,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.14.885000000 AM,9027,11219,198,9fp0xr0z30gfx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.14.885000000 AM,9119,10387,267,4wqfnxu1suphq,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.24.943000000 AM,7326,16690,198,2y21nw7g1myb9,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
09-MAR-26 08.34.24.943000000 AM,9027,11343,267,,,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),SQL*Net more data from client,WAITING,
09-MAR-26 08.34.35.064000000 AM,1080,7447,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),,ON CPU,
